"ID","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","subscribed"
11471,46,"technician","married","secondary","no",1427,"yes","no","unknown",14,"may",32,3,-1,0,"unknown","no"
11472,23,"technician","single","secondary","no",4545,"no","no","cellular",3,"jun",200,1,-1,0,"unknown","no"
11473,25,"blue-collar","married","primary","no",-83,"yes","no","unknown",11,"jun",211,17,-1,0,"unknown","no"
11474,31,"admin.","single","secondary","no",620,"no","no","unknown",9,"may",166,3,-1,0,"unknown","no"
11475,44,"management","married","tertiary","no",4119,"yes","yes","telephone",21,"nov",1074,1,-1,0,"unknown","yes"
11476,49,"technician","married","tertiary","no",523,"yes","no","cellular",3,"apr",203,1,31,2,"success","no"
11477,27,"blue-collar","married","primary","no",1535,"yes","no","cellular",15,"may",238,1,-1,0,"unknown","no"
11478,35,"technician","single","tertiary","no",973,"no","no","cellular",26,"aug",109,9,-1,0,"unknown","no"
11479,31,"admin.","married","secondary","no",122,"yes","no","cellular",15,"may",49,1,364,1,"failure","no"
11480,47,"unemployed","married","primary","no",2946,"no","no","unknown",5,"jun",60,1,-1,0,"unknown","no"
11481,59,"retired","married","secondary","no",1341,"no","no","cellular",27,"aug",154,2,97,1,"other","no"
11482,27,"entrepreneur","married","secondary","no",97,"yes","yes","cellular",18,"may",13,3,-1,0,"unknown","no"
11483,52,"services","married","secondary","no",659,"no","no","cellular",27,"oct",113,1,-1,0,"unknown","yes"
11484,36,"housemaid","married","primary","no",122,"no","no","unknown",6,"jun",78,1,-1,0,"unknown","no"
11485,49,"technician","divorced","secondary","no",0,"yes","no","cellular",11,"feb",283,3,-1,0,"unknown","no"
11486,33,"management","married","tertiary","no",62,"yes","no","cellular",2,"feb",102,1,264,1,"failure","no"
11487,81,"retired","married","primary","no",5220,"no","no","telephone",13,"nov",135,1,94,2,"other","yes"
11488,36,"management","married","tertiary","no",11675,"yes","no","cellular",20,"nov",48,1,-1,0,"unknown","no"
11489,46,"management","married","secondary","no",0,"no","no","telephone",25,"aug",67,10,-1,0,"unknown","no"
11490,46,"technician","single","tertiary","no",2739,"no","no","cellular",8,"aug",117,4,-1,0,"unknown","no"
11491,51,"blue-collar","married","primary","no",165,"yes","no","telephone",14,"aug",313,2,-1,0,"unknown","no"
11492,30,"technician","divorced","secondary","no",3028,"yes","no","cellular",28,"aug",65,5,-1,0,"unknown","no"
11493,42,"unemployed","married","primary","no",11,"no","no","cellular",7,"jul",111,3,-1,0,"unknown","no"
11494,44,"management","married","unknown","no",187,"yes","no","unknown",7,"may",185,1,-1,0,"unknown","no"
11495,55,"management","divorced","tertiary","no",2383,"no","no","cellular",3,"jun",591,2,-1,0,"unknown","yes"
11496,41,"services","married","secondary","no",4505,"yes","no","unknown",14,"may",108,2,-1,0,"unknown","no"
11497,54,"admin.","married","secondary","no",9,"no","yes","unknown",1,"jul",140,1,-1,0,"unknown","no"
11498,44,"blue-collar","married","secondary","no",-54,"yes","yes","unknown",26,"may",437,1,-1,0,"unknown","no"
11499,62,"management","married","tertiary","no",0,"no","no","cellular",13,"apr",113,3,182,3,"failure","no"
11500,57,"management","married","primary","no",2911,"yes","yes","telephone",6,"may",276,2,-1,0,"unknown","no"
11501,20,"student","single","secondary","no",-322,"yes","no","unknown",20,"jun",73,4,-1,0,"unknown","no"
11502,27,"blue-collar","married","primary","no",0,"no","no","telephone",2,"feb",45,1,-1,0,"unknown","no"
11503,37,"unemployed","single","primary","no",3777,"no","no","cellular",5,"feb",206,3,-1,0,"unknown","no"
11504,50,"unemployed","single","secondary","no",588,"no","no","cellular",31,"jul",649,3,-1,0,"unknown","no"
11505,28,"blue-collar","single","secondary","no",-197,"yes","no","unknown",9,"may",2016,2,-1,0,"unknown","yes"
11506,46,"blue-collar","married","primary","no",0,"no","no","cellular",22,"aug",65,2,-1,0,"unknown","no"
11507,71,"retired","married","tertiary","no",3561,"no","no","telephone",15,"mar",577,7,-1,0,"unknown","yes"
11508,25,"management","married","secondary","no",2228,"yes","no","cellular",23,"jul",754,1,-1,0,"unknown","yes"
11509,53,"blue-collar","married","secondary","no",0,"no","no","telephone",31,"jul",36,4,-1,0,"unknown","no"
11510,40,"unemployed","single","secondary","no",75,"yes","no","unknown",29,"may",203,1,-1,0,"unknown","no"
11511,49,"entrepreneur","divorced","secondary","no",32,"no","no","cellular",5,"feb",128,1,-1,0,"unknown","no"
11512,32,"admin.","single","secondary","no",289,"no","no","unknown",15,"may",255,12,-1,0,"unknown","no"
11513,47,"blue-collar","married","primary","no",117,"yes","no","unknown",7,"may",113,2,-1,0,"unknown","no"
11514,38,"admin.","married","secondary","no",326,"yes","no","cellular",17,"apr",69,2,-1,0,"unknown","no"
11515,45,"management","married","tertiary","no",31472,"no","no","cellular",19,"jul",568,7,-1,0,"unknown","yes"
11516,32,"management","single","tertiary","no",0,"yes","no","cellular",20,"apr",415,2,-1,0,"unknown","no"
11517,36,"admin.","single","secondary","no",733,"yes","no","cellular",20,"apr",176,1,322,2,"other","no"
11518,30,"management","single","tertiary","no",565,"yes","no","cellular",26,"oct",104,1,-1,0,"unknown","no"
11519,29,"management","married","tertiary","no",877,"no","no","cellular",3,"feb",166,3,-1,0,"unknown","no"
11520,46,"management","married","tertiary","no",349,"no","no","cellular",15,"feb",295,2,616,1,"failure","yes"
11521,29,"blue-collar","single","secondary","no",853,"yes","no","unknown",9,"may",177,2,-1,0,"unknown","no"
11522,36,"blue-collar","married","primary","no",1503,"no","no","cellular",19,"nov",138,1,-1,0,"unknown","no"
11523,50,"self-employed","married","secondary","no",2137,"no","no","cellular",3,"jul",64,1,-1,0,"unknown","no"
11524,30,"technician","single","tertiary","no",1081,"no","no","cellular",6,"aug",377,2,-1,0,"unknown","no"
11525,32,"entrepreneur","married","tertiary","no",598,"no","no","cellular",18,"aug",135,6,-1,0,"unknown","no"
11526,67,"management","married","tertiary","no",405,"no","no","cellular",7,"aug",345,2,-1,0,"unknown","yes"
11527,45,"admin.","divorced","secondary","no",1126,"yes","no","unknown",27,"may",172,1,-1,0,"unknown","no"
11528,28,"admin.","married","secondary","no",934,"yes","no","unknown",4,"jul",53,2,-1,0,"unknown","no"
11529,49,"technician","married","tertiary","no",8422,"yes","no","cellular",20,"nov",166,3,-1,0,"unknown","no"
11530,46,"blue-collar","married","secondary","no",640,"yes","no","cellular",6,"may",246,1,55,5,"success","yes"
11531,31,"blue-collar","married","primary","no",295,"yes","no","cellular",12,"may",235,6,-1,0,"unknown","no"
11532,26,"blue-collar","single","secondary","no",49,"no","no","cellular",21,"jul",489,3,-1,0,"unknown","no"
11533,37,"admin.","single","secondary","no",115,"no","no","cellular",13,"nov",122,4,101,5,"failure","no"
11534,66,"retired","divorced","unknown","no",53,"no","no","cellular",12,"jul",562,4,-1,0,"unknown","yes"
11535,31,"admin.","single","secondary","no",162,"yes","no","unknown",28,"may",247,1,-1,0,"unknown","no"
11536,31,"management","single","tertiary","no",18,"no","no","cellular",22,"aug",332,3,-1,0,"unknown","no"
11537,45,"technician","married","secondary","no",3601,"yes","no","unknown",30,"may",536,2,-1,0,"unknown","no"
11538,29,"management","single","tertiary","no",-27,"no","no","cellular",13,"may",270,1,-1,0,"unknown","yes"
11539,57,"management","married","secondary","no",39,"yes","no","cellular",15,"may",114,2,-1,0,"unknown","no"
11540,40,"management","married","tertiary","no",592,"yes","no","telephone",15,"may",15,11,-1,0,"unknown","no"
11541,35,"technician","married","tertiary","no",6,"yes","no","cellular",18,"nov",47,1,-1,0,"unknown","no"
11542,61,"management","married","tertiary","no",5157,"no","no","cellular",13,"mar",432,1,-1,0,"unknown","no"
11543,37,"entrepreneur","married","tertiary","no",264,"yes","yes","unknown",16,"jun",220,1,-1,0,"unknown","no"
11544,45,"entrepreneur","married","secondary","no",404,"yes","no","unknown",30,"may",390,2,-1,0,"unknown","no"
11545,31,"management","single","secondary","no",783,"yes","no","unknown",6,"may",320,1,-1,0,"unknown","no"
11546,35,"admin.","divorced","secondary","no",0,"yes","yes","cellular",17,"nov",86,2,-1,0,"unknown","no"
11547,31,"services","single","secondary","no",295,"no","no","cellular",2,"feb",78,5,-1,0,"unknown","no"
11548,49,"blue-collar","married","secondary","no",93,"no","no","telephone",24,"jul",212,4,-1,0,"unknown","no"
11549,37,"self-employed","single","secondary","no",133,"yes","no","cellular",18,"nov",207,1,-1,0,"unknown","no"
11550,41,"housemaid","married","secondary","no",876,"no","no","unknown",19,"jun",78,1,-1,0,"unknown","no"
11551,35,"technician","single","secondary","no",183,"no","no","cellular",24,"apr",78,2,-1,0,"unknown","no"
11552,26,"technician","single","tertiary","no",75,"yes","yes","unknown",19,"may",351,1,-1,0,"unknown","no"
11553,33,"admin.","single","secondary","no",901,"no","no","cellular",3,"feb",18,5,6,3,"other","no"
11554,31,"blue-collar","single","secondary","no",509,"yes","no","unknown",23,"may",183,1,-1,0,"unknown","no"
11555,37,"unemployed","married","secondary","no",117,"no","no","cellular",12,"aug",144,4,-1,0,"unknown","no"
11556,56,"management","married","secondary","no",819,"no","no","unknown",9,"jun",55,1,-1,0,"unknown","no"
11557,60,"retired","divorced","primary","no",8434,"no","no","telephone",2,"nov",105,2,-1,0,"unknown","no"
11558,31,"unknown","divorced","tertiary","no",137,"no","no","cellular",22,"aug",385,9,-1,0,"unknown","no"
11559,36,"admin.","married","secondary","no",-294,"yes","no","cellular",18,"may",148,1,-1,0,"unknown","no"
11560,61,"self-employed","divorced","tertiary","no",6,"yes","no","cellular",14,"apr",133,2,-1,0,"unknown","yes"
11561,54,"unknown","married","unknown","no",2508,"no","no","unknown",20,"jun",34,8,-1,0,"unknown","no"
11562,42,"management","married","tertiary","no",1275,"yes","yes","cellular",21,"nov",925,5,-1,0,"unknown","yes"
11563,40,"housemaid","divorced","secondary","no",4328,"no","no","cellular",20,"aug",133,2,-1,0,"unknown","no"
11564,36,"management","single","tertiary","no",13,"no","yes","cellular",18,"nov",106,1,-1,0,"unknown","no"
11565,32,"services","single","secondary","no",91,"no","no","cellular",29,"jul",241,5,-1,0,"unknown","no"
11566,59,"management","divorced","tertiary","no",7813,"yes","no","cellular",21,"nov",75,1,-1,0,"unknown","no"
11567,49,"admin.","married","secondary","no",272,"no","yes","telephone",25,"aug",146,18,-1,0,"unknown","no"
11568,45,"blue-collar","single","primary","no",92,"no","yes","cellular",25,"jul",99,7,-1,0,"unknown","no"
11569,48,"technician","married","secondary","no",566,"no","no","cellular",7,"aug",51,3,-1,0,"unknown","no"
11570,27,"technician","married","tertiary","no",8,"yes","yes","cellular",18,"may",398,1,370,2,"failure","no"
11571,62,"retired","married","primary","no",1515,"yes","no","cellular",19,"oct",131,1,187,2,"failure","no"
11572,36,"blue-collar","married","primary","no",277,"yes","yes","cellular",5,"feb",239,2,-1,0,"unknown","no"
11573,45,"services","married","secondary","no",9077,"yes","no","unknown",15,"may",139,1,-1,0,"unknown","no"
11574,40,"management","single","tertiary","no",1247,"yes","no","cellular",9,"jul",157,1,-1,0,"unknown","no"
11575,28,"blue-collar","single","secondary","no",171,"yes","no","cellular",18,"may",523,2,-1,0,"unknown","no"
11576,28,"management","married","tertiary","no",102,"yes","no","unknown",26,"may",314,2,-1,0,"unknown","no"
11577,41,"technician","married","secondary","no",-804,"yes","yes","unknown",27,"may",269,11,-1,0,"unknown","no"
11578,44,"services","married","secondary","no",938,"no","no","unknown",12,"jun",406,1,-1,0,"unknown","no"
11579,49,"admin.","single","secondary","no",275,"no","no","unknown",8,"may",14,1,-1,0,"unknown","no"
11580,49,"admin.","married","secondary","no",1047,"no","no","cellular",8,"aug",133,4,-1,0,"unknown","no"
11581,53,"services","married","secondary","no",341,"no","no","cellular",30,"apr",423,2,-1,0,"unknown","yes"
11582,55,"entrepreneur","married","primary","no",298,"yes","no","unknown",8,"may",144,3,-1,0,"unknown","no"
11583,39,"admin.","married","unknown","no",378,"no","no","unknown",20,"jun",17,5,-1,0,"unknown","no"
11584,56,"retired","married","primary","no",1947,"no","no","cellular",30,"oct",631,2,149,3,"failure","no"
11585,46,"admin.","married","unknown","no",76,"no","no","cellular",11,"jul",181,2,-1,0,"unknown","no"
11586,33,"management","single","tertiary","no",201,"yes","no","cellular",19,"nov",171,1,183,1,"failure","no"
11587,57,"housemaid","married","primary","no",0,"no","no","cellular",20,"aug",252,3,-1,0,"unknown","no"
11588,33,"management","single","tertiary","no",239,"no","no","unknown",12,"may",65,5,-1,0,"unknown","no"
11589,43,"blue-collar","divorced","primary","no",515,"yes","no","cellular",18,"nov",182,1,-1,0,"unknown","no"
11590,31,"services","married","secondary","no",71,"yes","no","cellular",17,"jul",740,2,-1,0,"unknown","no"
11591,42,"management","married","tertiary","no",744,"no","no","unknown",6,"may",157,1,-1,0,"unknown","no"
11592,53,"technician","married","secondary","no",719,"yes","no","unknown",14,"may",230,1,-1,0,"unknown","no"
11593,30,"technician","single","tertiary","no",4060,"no","no","cellular",3,"feb",179,1,93,1,"other","yes"
11594,38,"admin.","single","secondary","no",2246,"yes","no","cellular",10,"jul",370,1,-1,0,"unknown","no"
11595,46,"blue-collar","married","primary","no",7934,"yes","no","unknown",19,"may",123,1,-1,0,"unknown","no"
11596,69,"admin.","married","secondary","no",813,"no","no","telephone",28,"sep",237,2,-1,0,"unknown","no"
11597,36,"management","single","tertiary","no",490,"no","no","cellular",28,"aug",207,8,98,1,"failure","yes"
11598,27,"admin.","single","secondary","no",1408,"no","no","cellular",27,"may",242,2,-1,0,"unknown","no"
11599,39,"admin.","divorced","secondary","no",399,"yes","yes","cellular",14,"aug",133,2,-1,0,"unknown","no"
11600,53,"blue-collar","married","primary","no",53,"yes","no","cellular",7,"apr",208,1,140,1,"failure","no"
11601,46,"technician","married","primary","no",-171,"yes","no","unknown",26,"may",135,1,-1,0,"unknown","no"
11602,47,"blue-collar","divorced","secondary","no",3823,"yes","yes","cellular",17,"apr",647,2,-1,0,"unknown","no"
11603,38,"technician","married","tertiary","no",216,"no","no","cellular",19,"aug",141,4,-1,0,"unknown","no"
11604,34,"services","married","primary","no",31,"no","yes","cellular",9,"jul",53,3,-1,0,"unknown","no"
11605,36,"technician","married","secondary","no",4613,"no","no","cellular",2,"apr",320,1,134,2,"failure","no"
11606,26,"technician","married","secondary","no",47,"yes","no","unknown",9,"may",282,2,-1,0,"unknown","no"
11607,43,"blue-collar","married","primary","no",61,"yes","no","unknown",7,"may",261,1,-1,0,"unknown","no"
11608,36,"admin.","single","secondary","no",886,"yes","yes","cellular",14,"may",362,6,-1,0,"unknown","no"
11609,31,"admin.","married","secondary","no",0,"yes","no","cellular",5,"feb",70,4,-1,0,"unknown","no"
11610,40,"services","married","secondary","no",1438,"yes","no","cellular",6,"may",207,1,351,2,"failure","no"
11611,54,"retired","married","primary","no",235,"no","yes","cellular",31,"jul",28,5,-1,0,"unknown","no"
11612,52,"blue-collar","married","primary","no",-211,"yes","yes","unknown",28,"may",153,2,-1,0,"unknown","no"
11613,47,"admin.","married","secondary","no",869,"yes","no","unknown",29,"may",216,2,-1,0,"unknown","no"
11614,56,"blue-collar","married","secondary","no",1255,"yes","no","telephone",8,"may",145,1,-1,0,"unknown","no"
11615,53,"blue-collar","married","secondary","no",148,"yes","no","cellular",7,"may",66,1,359,1,"failure","no"
11616,23,"student","single","secondary","no",107,"no","no","cellular",13,"apr",256,5,181,2,"success","yes"
11617,32,"technician","single","tertiary","no",5514,"no","no","telephone",22,"oct",181,1,-1,0,"unknown","yes"
11618,40,"blue-collar","married","secondary","no",187,"yes","no","cellular",15,"may",53,3,-1,0,"unknown","no"
11619,44,"admin.","single","secondary","no",-30,"yes","no","unknown",7,"may",404,5,-1,0,"unknown","no"
11620,34,"admin.","married","secondary","no",920,"no","no","cellular",14,"may",526,3,179,3,"success","yes"
11621,33,"entrepreneur","married","tertiary","no",595,"no","no","cellular",7,"aug",22,2,-1,0,"unknown","no"
11622,40,"blue-collar","married","primary","no",117,"yes","no","unknown",19,"jun",172,3,-1,0,"unknown","no"
11623,57,"retired","married","primary","no",1532,"no","no","telephone",6,"feb",286,3,-1,0,"unknown","no"
11624,36,"technician","married","secondary","no",8119,"no","no","unknown",21,"may",24,1,-1,0,"unknown","no"
11625,42,"management","married","secondary","no",0,"no","no","unknown",7,"may",234,4,-1,0,"unknown","no"
11626,54,"blue-collar","married","secondary","no",2059,"yes","no","cellular",25,"aug",177,4,-1,0,"unknown","no"
11627,46,"blue-collar","married","secondary","no",0,"no","no","cellular",14,"aug",61,4,-1,0,"unknown","no"
11628,36,"technician","married","tertiary","no",99,"yes","yes","cellular",10,"feb",86,1,85,1,"failure","no"
11629,52,"services","married","secondary","no",774,"yes","no","cellular",8,"may",159,1,-1,0,"unknown","no"
11630,54,"admin.","married","secondary","no",956,"yes","yes","telephone",11,"may",136,2,362,1,"other","no"
11631,59,"entrepreneur","divorced","secondary","no",0,"no","yes","cellular",2,"feb",69,2,-1,0,"unknown","no"
11632,52,"technician","married","secondary","no",2619,"yes","no","cellular",18,"nov",77,2,-1,0,"unknown","no"
11633,50,"services","married","secondary","no",1683,"no","no","telephone",9,"jul",56,1,-1,0,"unknown","no"
11634,31,"self-employed","single","secondary","no",202,"yes","no","cellular",18,"nov",216,1,-1,0,"unknown","no"
11635,37,"services","divorced","secondary","no",241,"yes","no","cellular",14,"may",189,1,371,1,"failure","no"
11636,55,"services","married","secondary","no",76,"no","no","cellular",5,"aug",356,1,-1,0,"unknown","no"
11637,29,"management","married","secondary","no",5284,"yes","no","unknown",26,"may",321,1,-1,0,"unknown","no"
11638,48,"management","single","tertiary","no",5689,"no","no","cellular",26,"may",527,2,103,1,"success","no"
11639,32,"blue-collar","single","secondary","no",-691,"yes","yes","unknown",2,"jun",53,1,-1,0,"unknown","no"
11640,39,"blue-collar","married","primary","no",275,"yes","no","unknown",16,"jun",189,2,-1,0,"unknown","no"
11641,62,"retired","married","secondary","no",569,"no","no","cellular",3,"aug",187,2,180,6,"success","yes"
11642,27,"unemployed","married","primary","no",7459,"yes","no","unknown",9,"may",407,2,-1,0,"unknown","no"
11643,36,"technician","divorced","tertiary","no",0,"no","no","unknown",23,"may",539,2,-1,0,"unknown","no"
11644,36,"services","single","secondary","no",774,"yes","no","cellular",3,"feb",231,2,259,1,"failure","no"
11645,55,"housemaid","married","primary","no",1233,"no","no","cellular",28,"aug",97,2,-1,0,"unknown","no"
11646,36,"blue-collar","married","primary","no",0,"no","no","telephone",9,"jul",39,1,-1,0,"unknown","no"
11647,54,"housemaid","married","primary","no",284,"no","no","telephone",13,"aug",127,4,-1,0,"unknown","no"
11648,29,"admin.","married","secondary","no",544,"no","yes","cellular",24,"jul",97,2,-1,0,"unknown","no"
11649,27,"blue-collar","single","secondary","no",103,"no","yes","cellular",28,"jul",53,5,-1,0,"unknown","no"
11650,59,"technician","married","secondary","no",0,"no","no","cellular",29,"aug",62,2,-1,0,"unknown","no"
11651,34,"entrepreneur","married","tertiary","no",475,"yes","yes","cellular",9,"jul",1156,1,-1,0,"unknown","no"
11652,46,"blue-collar","married","secondary","no",-70,"yes","no","cellular",8,"may",219,2,-1,0,"unknown","no"
11653,58,"retired","married","secondary","no",992,"no","no","cellular",25,"jul",46,1,-1,0,"unknown","no"
11654,57,"self-employed","married","secondary","no",2109,"no","no","cellular",21,"aug",107,6,-1,0,"unknown","no"
11655,44,"admin.","married","secondary","no",2403,"yes","no","cellular",28,"jan",180,2,-1,0,"unknown","no"
11656,49,"admin.","divorced","secondary","no",1697,"no","yes","cellular",29,"jul",184,4,-1,0,"unknown","no"
11657,46,"management","married","secondary","no",5127,"no","no","cellular",6,"aug",472,1,-1,0,"unknown","no"
11658,41,"management","single","tertiary","no",4477,"no","no","cellular",4,"aug",357,2,-1,0,"unknown","no"
11659,29,"technician","married","unknown","no",2,"no","no","cellular",15,"jul",65,3,-1,0,"unknown","no"
11660,38,"admin.","single","secondary","no",626,"no","no","cellular",2,"jun",132,4,-1,0,"unknown","no"
11661,27,"blue-collar","married","primary","no",1,"yes","no","cellular",5,"may",49,2,-1,0,"unknown","no"
11662,54,"blue-collar","married","primary","no",4503,"no","no","telephone",21,"nov",168,3,-1,0,"unknown","no"
11663,41,"blue-collar","single","secondary","no",98,"no","yes","cellular",21,"jul",97,6,-1,0,"unknown","no"
11664,31,"admin.","married","secondary","no",799,"yes","no","cellular",7,"may",556,3,-1,0,"unknown","no"
11665,42,"technician","married","secondary","no",-470,"yes","yes","cellular",23,"jul",185,10,-1,0,"unknown","no"
11666,32,"entrepreneur","divorced","primary","no",1,"yes","yes","cellular",20,"nov",476,3,-1,0,"unknown","no"
11667,42,"admin.","single","secondary","no",426,"yes","no","cellular",11,"jul",636,2,-1,0,"unknown","no"
11668,54,"retired","divorced","secondary","no",-57,"no","yes","cellular",15,"jul",364,10,-1,0,"unknown","no"
11669,40,"admin.","married","unknown","no",9110,"yes","no","cellular",12,"may",234,6,174,3,"failure","no"
11670,56,"admin.","married","secondary","no",16873,"no","no","cellular",7,"oct",223,1,-1,0,"unknown","no"
11671,30,"technician","married","secondary","no",371,"no","no","cellular",7,"aug",124,2,-1,0,"unknown","no"
11672,51,"blue-collar","married","primary","no",109,"yes","no","unknown",27,"may",106,2,-1,0,"unknown","no"
11673,24,"blue-collar","single","primary","no",758,"yes","no","unknown",15,"may",129,1,-1,0,"unknown","no"
11674,36,"blue-collar","single","secondary","no",103,"yes","no","cellular",15,"may",200,5,-1,0,"unknown","no"
11675,35,"blue-collar","married","primary","no",105,"yes","no","unknown",8,"may",369,2,-1,0,"unknown","no"
11676,36,"management","single","tertiary","no",3850,"yes","no","cellular",4,"may",8,4,-1,0,"unknown","no"
11677,25,"blue-collar","single","secondary","no",0,"yes","no","cellular",22,"jul",135,1,-1,0,"unknown","no"
11678,38,"blue-collar","married","secondary","no",292,"yes","yes","unknown",6,"jun",84,2,-1,0,"unknown","no"
11679,38,"management","single","tertiary","no",15030,"yes","no","cellular",13,"may",167,1,174,7,"other","no"
11680,57,"services","divorced","primary","no",362,"no","no","cellular",28,"jan",91,1,231,1,"failure","no"
11681,29,"technician","single","secondary","no",-247,"no","yes","cellular",22,"jul",211,1,-1,0,"unknown","no"
11682,28,"services","single","secondary","no",2921,"yes","no","unknown",28,"may",136,1,-1,0,"unknown","no"
11683,40,"management","married","tertiary","no",270,"no","no","unknown",16,"jun",362,3,-1,0,"unknown","no"
11684,30,"management","married","tertiary","no",1077,"no","no","cellular",9,"dec",124,1,-1,0,"unknown","no"
11685,34,"technician","married","secondary","no",256,"yes","no","cellular",12,"aug",201,2,267,1,"failure","no"
11686,30,"blue-collar","single","secondary","no",1012,"yes","no","cellular",17,"apr",22,3,329,1,"failure","no"
11687,41,"blue-collar","married","primary","no",183,"yes","yes","unknown",5,"may",110,2,-1,0,"unknown","no"
11688,47,"management","single","tertiary","no",124,"no","no","cellular",29,"aug",14,15,-1,0,"unknown","no"
11689,37,"entrepreneur","single","secondary","no",-22,"yes","no","cellular",15,"may",317,1,-1,0,"unknown","yes"
11690,38,"management","married","tertiary","no",2548,"yes","no","unknown",30,"may",60,1,-1,0,"unknown","no"
11691,40,"services","married","secondary","no",5807,"yes","no","unknown",20,"jun",98,1,-1,0,"unknown","no"
11692,42,"blue-collar","divorced","primary","no",28,"yes","no","cellular",8,"may",213,5,-1,0,"unknown","no"
11693,49,"admin.","single","secondary","no",716,"yes","no","unknown",15,"may",1257,3,-1,0,"unknown","yes"
11694,28,"unemployed","married","secondary","no",-42,"yes","yes","cellular",31,"jul",143,4,-1,0,"unknown","no"
11695,41,"services","divorced","secondary","no",787,"yes","no","cellular",8,"may",297,2,-1,0,"unknown","no"
11696,29,"technician","single","secondary","no",-219,"yes","no","cellular",15,"may",85,3,368,2,"failure","no"
11697,33,"technician","single","secondary","no",111,"no","no","cellular",28,"aug",7,23,-1,0,"unknown","no"
11698,56,"retired","married","tertiary","no",5769,"no","no","unknown",20,"jun",15,3,-1,0,"unknown","no"
11699,46,"blue-collar","married","secondary","no",870,"no","yes","cellular",31,"jul",87,2,-1,0,"unknown","no"
11700,35,"technician","single","tertiary","no",755,"no","no","cellular",14,"aug",125,2,-1,0,"unknown","no"
11701,42,"management","married","tertiary","no",3841,"yes","no","cellular",25,"jul",720,2,-1,0,"unknown","no"
11702,31,"management","married","tertiary","no",596,"no","no","cellular",12,"aug",192,4,-1,0,"unknown","no"
11703,34,"technician","married","tertiary","no",8463,"no","no","cellular",13,"aug",80,2,-1,0,"unknown","no"
11704,59,"retired","married","primary","no",1245,"no","no","unknown",18,"jun",205,2,-1,0,"unknown","no"
11705,37,"blue-collar","married","secondary","no",395,"yes","no","unknown",6,"may",219,2,-1,0,"unknown","no"
11706,32,"technician","single","tertiary","no",392,"yes","no","cellular",1,"apr",957,2,131,2,"failure","no"
11707,32,"technician","married","secondary","no",2,"yes","yes","cellular",8,"jul",143,1,-1,0,"unknown","no"
11708,44,"admin.","married","secondary","no",73,"yes","no","unknown",16,"may",404,1,-1,0,"unknown","no"
11709,54,"entrepreneur","married","unknown","no",1021,"no","no","unknown",20,"jun",13,7,-1,0,"unknown","no"
11710,37,"admin.","married","tertiary","no",23,"yes","no","telephone",28,"may",71,1,90,1,"other","no"
11711,42,"services","divorced","secondary","no",0,"yes","yes","cellular",23,"jul",168,1,-1,0,"unknown","no"
11712,35,"management","married","tertiary","no",611,"no","no","cellular",1,"oct",305,2,121,1,"success","yes"
11713,35,"services","married","secondary","no",63,"no","yes","cellular",10,"jul",480,4,-1,0,"unknown","no"
11714,35,"management","single","unknown","no",186,"yes","no","cellular",5,"feb",196,2,-1,0,"unknown","no"
11715,31,"blue-collar","single","primary","no",342,"yes","no","cellular",18,"may",284,2,-1,0,"unknown","no"
11716,51,"entrepreneur","married","primary","no",1443,"no","no","cellular",18,"feb",172,10,-1,0,"unknown","yes"
11717,53,"blue-collar","married","unknown","no",5624,"no","no","cellular",29,"jul",153,2,-1,0,"unknown","no"
11718,36,"entrepreneur","married","secondary","no",313,"yes","no","cellular",29,"jan",167,2,198,1,"failure","no"
11719,32,"blue-collar","married","secondary","no",472,"yes","no","cellular",20,"apr",58,2,342,2,"failure","no"
11720,41,"services","single","secondary","no",397,"yes","no","unknown",20,"may",19,15,-1,0,"unknown","no"
11721,26,"blue-collar","single","secondary","no",494,"no","no","cellular",2,"feb",237,1,-1,0,"unknown","no"
11722,33,"admin.","single","secondary","no",0,"yes","no","cellular",14,"jul",166,3,-1,0,"unknown","no"
11723,50,"technician","married","secondary","no",841,"yes","no","unknown",29,"may",54,2,-1,0,"unknown","no"
11724,55,"unemployed","married","tertiary","no",5345,"no","no","unknown",6,"may",278,1,-1,0,"unknown","no"
11725,36,"technician","married","secondary","no",72,"yes","no","cellular",19,"nov",206,3,-1,0,"unknown","no"
11726,31,"management","married","tertiary","no",2667,"yes","no","cellular",2,"mar",73,2,-1,0,"unknown","no"
11727,52,"housemaid","married","primary","no",1466,"no","yes","cellular",20,"nov",150,1,-1,0,"unknown","no"
11728,45,"services","married","secondary","no",1064,"no","no","cellular",22,"aug",210,6,-1,0,"unknown","no"
11729,30,"blue-collar","single","primary","no",413,"yes","no","cellular",15,"may",148,1,345,4,"other","no"
11730,36,"admin.","divorced","tertiary","no",4708,"no","no","cellular",15,"jun",104,1,-1,0,"unknown","no"
11731,35,"management","single","tertiary","no",331,"yes","no","cellular",18,"may",30,5,-1,0,"unknown","no"
11732,37,"blue-collar","married","primary","no",587,"no","no","unknown",11,"jun",126,2,-1,0,"unknown","no"
11733,40,"technician","single","tertiary","no",1175,"no","no","cellular",14,"apr",184,1,-1,0,"unknown","yes"
11734,45,"admin.","married","primary","no",895,"yes","no","unknown",29,"may",480,2,-1,0,"unknown","no"
11735,42,"management","married","tertiary","no",298,"no","no","cellular",8,"jul",214,4,115,6,"failure","no"
